original_sentence,dyslexic_sentence,error_type,correct_audio_path,dyslexic_audio_path
ඒත් ඒක ලංකාවට එද්දි තමයි,ඒත් ඒත ලංකාවට එද්දි තමයි,substitution,asr_sinhala/data/f5/f5d7502818.flac,
මේ සිංහල බ්ලොග් අවකාශයේ තවත් බොහෝ කල්,මේ සිංහල බ්ලොග් අවකාශයේ තත් බොහෝ කල්,omission,asr_sinhala/data/25/25278871f2.flac,
රජගහනුවර වේළුවනාරාමයේ දී රැස් වූ,රජගහනුවර වේලුවනාරාමයේ දී රැශ් වූ,substitution,asr_sinhala/data/ee/ee5024818c.flac,
ගව්වක් තරම් දුරක් පා ගමනින් යෑම පිණිස,ගව්වක් තරම් දුරත් පා ගමනින් යෑම බිණිස,substitution,asr_sinhala/data/fa/fa5be69f48.flac,
එයාගේ කීම නිසා,එයාගේ කීම නිශා,substitution,asr_sinhala/data/42/42da0adca2.flac,
පොඩි උන් ටිකයි,ොපඩි උන් ටිකයි,reversal,asr_sinhala/data/01/01d77c7634.flac,
කථා කරන කෙනෙක්.,කථා කරන කෙනෙත්.,substitution,asr_sinhala/data/d3/d3ae7d988a.flac,
නමුත් ඔබට ගැ‍ලපෙන සුවපහසු මේ කබායේ වටිනාකම,නමුත් ඔබට ගැ‍ලපෙන සුවපහසු ම ේකබායේ වටිනාකම,reversal,asr_sinhala/data/4f/4f35811945.flac,
සාකච්ඡා වල නිරත වුනා.,සාකච්ඡා වල නරිත වුනා.,reversal,asr_sinhala/data/3d/3dc9e6c4ed.flac,
ඌරො කුකුළො මරනවට විරුද්ධ නැත,ඌලො කුතුලො මරනවඩ විරුද්ධ නැත,substitution,asr_sinhala/data/5a/5aa00c5672.flac,
දැඩිව විවේචනය කර ඇත,දැඩිව විේවචනය කර ඇත,reversal,asr_sinhala/data/1f/1f3c831c4e.flac,
හඳුනාගැනීම වඩාත් සාධාරණයි.,හඳුානගැනීම වඩාත් සාධාරණයි.,reversal,asr_sinhala/data/06/068955c2d1.flac,
පත්‍රිකා ටිකක් අරන් ගෙයින් ගෙට ගියොත්,පත්‍රිකා ටිකක් අරන් ගෙයනි් ගෙට ගියොත්,reversal,asr_sinhala/data/08/08774b5489.flac,
පුහුණු ගුරුවරු පමණක් බඳවා ගැනීම,පුහණුු ගුරුවරු පමණක් බඳවා ගැනීම,reversal,asr_sinhala/data/43/4300e99074.flac,
අද අපි ඉගෙන ගන්නේ,අද අපි ඉගනෙ ගන්නේ,reversal,asr_sinhala/data/9e/9ed29634ae.flac,
සූදානම් නැති වග.,සදානම් නැති වග.,omission,asr_sinhala/data/3f/3f324f4daf.flac,
පෙරදිග රටවල,පෙරිදග රටවල,reversal,asr_sinhala/data/e8/e84cd8ea0d.flac,
සෑහෙන සිය ගනන් වලින් කියවෙන ලිමිට්.,සෑහෙන සිය ගනන් වින් කියවෙන ලිමිට්.,omission,asr_sinhala/data/32/32240f3e7a.flac,
අපට දක්නට නොලැබේ,අපට කද්නට නොලැබේ,reversal,asr_sinhala/data/c6/c6c3f1e53d.flac,
එය ලොවපුරා පාරාවෝ රජවරුන්ගෙන්,එය ලොවබුරා බාලාවෝ රජවරුන්ගෙන්,substitution,asr_sinhala/data/6a/6a1c5722d7.flac,
එතනින් නවතින්නෙ නැහැ.,එතනින් වතින්නෙ නැහැ.,omission,asr_sinhala/data/d7/d7cbe6dcc7.flac,
කල්ප දහස් ගණනක් සක්විති රජ සැප අනුභව කළේය.,කල්ප හදස් ගණනක් සක්විති රජ සැප අනුභව කළේය.,reversal,asr_sinhala/data/34/34d1a5cc37.flac,
අහන්න ලැබිලා ඒක අකුසල් කියලා,අහන්න ලබිලා ඒක අකුසල් කියලා,omission,asr_sinhala/data/9a/9a6b6af754.flac,
අපි ඔක්කොම එකට එකතුවෙලා ඒකට විරුද්ධ වෙමු.,අපි ඔත්කොම එකට එකතුවෙලා ඒකඩ විලුද්ධ වෙමු.,substitution,asr_sinhala/data/88/88a999f827.flac,
එම උත්සාහයන් සාර්ථක කර ගැනීමට,එම උත්සාහයන් සාර්ථක රක ගැනීමට,reversal,asr_sinhala/data/06/069dc44e87.flac,
එය කළ නොහැකි ය.,එය ක ළනොහැකි ය.,reversal,asr_sinhala/data/0b/0bef71f7c4.flac,
ඒ වගේ,ඒ ගේ,omission,asr_sinhala/data/99/9923643dd8.flac,
මෙසේ වන්නේ,මෙේස වන්නේ,reversal,asr_sinhala/data/dd/dd162f4e38.flac,
අන්තිමට වෙන්නේ වැරදිකරු වන්නය,අන්තිටම වෙන්නේ වැරදිකරු වන්නය,reversal,asr_sinhala/data/66/6655d54973.flac,
එකල සංජය ඇයට ආදරය කළත්,එකල ංසජය ඇයට ආදරය කළත්,reversal,asr_sinhala/data/eb/eb60ecd54c.flac,
අපි ඊළඟ තැන බලන්න යන අතරේ,අිප ඊළඟ තැන බලන්න යන අතරේ,reversal,asr_sinhala/data/19/19f015355f.flac,
එම බ්‍රාහ්මී අක්‍ෂර අයත් වන්නේ,එ මබ්‍රාහ්මී අක්‍ෂර අයත් වන්නේ,reversal,asr_sinhala/data/21/216e8f018b.flac,
බුද්ධිමත්ව විමසා බලන්න හැකිනම්,බු්ධිමත්ව විමසා බලන්න හැකිනම්,omission,asr_sinhala/data/c9/c9c5d8d1ba.flac,
හොඳම සින්දු එකතු කරලා,හොඳම සින්දු එකත කරලා,omission,asr_sinhala/data/ef/ef685b1de6.flac,
wesak kudu,ewsak kudu,reversal,asr_sinhala/data/7b/7b238f3613.flac,
ලෝකය තේරුම් ගැනීමේ හැකියාව ද ලබා ගනී.,ලෝකය තේරුම් ගැනීමේ හැකියා ද ලබා ගනී.,omission,asr_sinhala/data/ff/ffddb21c30.flac,
අද කිසිම බාධාවක් නැත,අද කිසමි බාධාවක් නැත,reversal,asr_sinhala/data/ef/ef164784b7.flac,
හැම ආගමක් දර්ශනයක් ගැනමහොයල,හැම ආගමක් දර්ශනය් ගැනමහොයල,omission,asr_sinhala/data/61/615253a617.flac,
ස්වාධීන බ්ලොග්කරුවෙකුට,ශ්වාධීන බ්ලොග්කරුවෙකුඩ,substitution,asr_sinhala/data/4e/4e110c7b93.flac,
මුදලාලි කෙනෙක්,මුදලාි කෙනෙක්,omission,asr_sinhala/data/e4/e4e3912f74.flac,
මේ විචාරය කරන එකක් නෑ,මේ විචාරය කර එකක් නෑ,omission,asr_sinhala/data/1a/1acfe195f9.flac,
ඇය සිතනා බව ඇගේ මිතුරකු,ඇය සිතනා බ ඇගේ මිතුරකු,omission,asr_sinhala/data/da/dae28184aa.flac,
පෙරටත් වඩා වැඩියෙන් වැරදිය.,පෙරටත් වඩා වැිඩයෙන් වැරදිය.,reversal,asr_sinhala/data/1b/1b329be5b1.flac,
තම දෛනික ජීවිතය සාමාන්‍ය පරිදි,තම දෛනිත ජීවිතය සාමාන්‍ය පරිදි,substitution,asr_sinhala/data/c1/c19f5ba083.flac,
ආරක්ෂාව පිළිබඳ පීඩනයකින් ඔවුන් පෙලුනේ නැතිද?,ආලක්ෂාව පිළිබඳ පීඩනයතින් ඔවුන් පෙලුනේ නැතිද?,substitution,asr_sinhala/data/44/44c113c654.flac,
එතකොට මේ ස්පර්ශය සැප සහගත වෙන කොට විඳීම,එතකොට මේ ස්ප්රශය සැප සහගත වෙන කොට විඳීම,reversal,asr_sinhala/data/34/34aaf9fef0.flac,
රන් කුකුළට නැහැ කීවා,ලන් කුකුලට නැහැ කීවා,substitution,asr_sinhala/data/72/722ba46964.flac,
ස්පර්ශය කියන්නෙ ගැටීම නෙවෙයි.,ශ්පර්ශය කියන්නෙ දැටීම නෙවෙයි.,substitution,asr_sinhala/data/70/70c7b96d0d.flac,
උත්සහා කරමි,උත්සහාක රමි,reversal,asr_sinhala/data/31/31c2ce0127.flac,
කැමතියි මේ නීතිය පිළිපදින්න.,කැමතියි මේ නීති පිළිපදින්න.,omission,asr_sinhala/data/27/273fe2c166.flac,
මෙම ආරාමය පිළිබඳව පැහැදිලි කිරීමක් කරන්න.,මෙම ආරාමය පිළිබඳව පැහැදිලි කිීරමක් කරන්න.,reversal,asr_sinhala/data/e8/e8228ab437.flac,
රකින බවය.,රකිනබ වය.,reversal,asr_sinhala/data/b6/b6b2c13924.flac,
මෙසේ දුක්ඛ වේදනාවට ලක් වූ,මෙසේ දුක්ඛ වේදනාවඩ ලක් වූ,substitution,asr_sinhala/data/46/46703ac02d.flac,
ඉන්පසු සිරගත වීමටය,ඉන්පසු ිරගත වීමටය,omission,asr_sinhala/data/82/8254d3d614.flac,
නළු කොලුවා නැගිටියි,නළු කොලුවා නැගටිියි,reversal,asr_sinhala/data/d4/d42933b200.flac,
රාජ අණින් බාර ගැනීම,රාජ අණින් බාරගැනීම,omission,asr_sinhala/data/28/28375cf88f.flac,
වද වේදනාවලට මුහුණ දීම සඳහා,වද වේදනාවලඩ මුහුණ දීම සඳහා,substitution,asr_sinhala/data/df/df9d1a84a7.flac,
හාත්පස වෙනස් අදහසක්..,හාත්පස වෙන් අදහසක්..,omission,asr_sinhala/data/39/391de542e2.flac,
යල් පැනපු අධ්‍යාපන රටාව වෙනස් කරන්න වෙයි.,යල් පැනපු අධ්‍යාපන රටාව වෙනඉස් කරන්න වෙයි.,insertion,asr_sinhala/data/1d/1d8ff91122.flac,
හොයා ගන්න බැරි වෙලා..,හොයා ග්නන බැරි වෙලා..,reversal,asr_sinhala/data/b5/b51cc04140.flac,
ඕක හැම සැබැදුමකටම වෙනවද කියලා,ඕකහ ැම සැබැදුමකටම වෙනවද කියලා,reversal,asr_sinhala/data/aa/aaf121c26a.flac,
දෙදෙනා වෙන් වශයෙන් ගෙන කථාකර ඇත්නම්,දෙදෙනා වෙන් වශයෙන් ගෙන කථකාර ඇත්නම්,reversal,asr_sinhala/data/bc/bc3f1dd7b5.flac,
ලද විශේෂිත අවස්ථාවක්.,ලද විශේෂිත අවස්ථාවත්.,substitution,asr_sinhala/data/00/00363881d7.flac,
ඔන් බෑවෙන්න,ඔන්බ ෑවෙන්න,reversal,asr_sinhala/data/51/51a2c15424.flac,
ආනන්තරිය පාප කර්මයක්,ආනන්තරිය පාප කර්යක්,omission,asr_sinhala/data/18/184213aba6.flac,
metal detectors on ebay,metal deetctors on ebay,reversal,asr_sinhala/data/c8/c8862ee92f.flac,
බනිස් ගෙඩියක් කන අතරෙ මේක දැක්කෙ,බනිස් ගෙඩිය්ක කන අතරෙ මේක දැක්කෙ,reversal,asr_sinhala/data/01/01f65ebe96.flac,
සැතපුම් හතරක් පමණ දුර ගෙවා,සැතපු්ම හතරක් පමණ දුර ගෙවා,reversal,asr_sinhala/data/c4/c46d2fee59.flac,
එහි අනෙක් ප්‍රතිඵලය,එහි අනෙක් ප්ර‍තිඵලය,reversal,asr_sinhala/data/10/1009fa03eb.flac,
බුදුන් වදාල ධර්මය,ුබදුන් වදාල ධර්මය,reversal,asr_sinhala/data/65/65ea38f3c7.flac,
ඉදි කරන ලද කිසිදු වාස්තු විද්‍යාත්මක ඉදි කිරීමක,ඉදි කරන ලද කිසිදු වාඉස්තු විද්‍යාත්මක ඉදි කිරීමක,insertion,asr_sinhala/data/31/31075980d7.flac,
අපි දැන් මේ මිනිස් ලෝකේ හිටියට,අපි දැ් මේ මිනිස් ලෝකේ හිටියට,omission,asr_sinhala/data/d7/d764859c90.flac,
මම ඒ ගැන සොයන්න ගියේ නැහැ.,මම ඒ ගැන සොයන්න ගියේ ැහැ.,omission,asr_sinhala/data/4f/4f308c2ae9.flac,
මේ දහම් විශ්වාස කළ බවයි.,මේ දහ්ම විශ්වාස කළ බවයි.,reversal,asr_sinhala/data/05/05d63ee0fb.flac,
"අරමුණ මිථ්‍යාවාදයන්ට එරෙහිව සංවාදශීලි, විචාරශීලි සමාජ කථිකාවතකි","අරමුණ මිථ්‍යාවාදයන්ට එරෙහි සංවාදශීලි, විචාරශීලි සමාජ කථිකාවතකි",omission,asr_sinhala/data/08/0859bffcbd.flac,
ඔබ ඒ චරිතයේ,ඔබ ඒ රිතයේ,omission,asr_sinhala/data/86/86c2dbadc9.flac,
බෝධිද්‍රැමය පිළිබඳ සංවර්ධිත අදහස්,බෝධිද්‍රැම පිළිබඳ සංවර්ධිත අදහස්,omission,asr_sinhala/data/60/6024325fca.flac,
මාව මතක් කලාට,මාව මතක්කලාට,omission,asr_sinhala/data/83/837791cc74.flac,
මෙහි හාත්පසට විහිදුනු,මෙහි හාත්පසට විහිදනු,omission,asr_sinhala/data/1e/1e96ff2827.flac,
එය නැරඹූ පිරිස,එය නැරඹූ පිලිස,substitution,asr_sinhala/data/5a/5a74623639.flac,
සැබෑ තත්වය නම් දැනටත්,ශැබෑ තත්වය නම් දැනටත්,substitution,asr_sinhala/data/5b/5b9873eda5.flac,
මෙම උපමා මගින්,මෙ මඋපමා මගින්,reversal,asr_sinhala/data/ca/ca47b85a63.flac,
බෝධිපූජා බුද්ධ පූජාවලට සහභාගි වී,බෝධිපූජාබුද්ධ පූජාවලට සහභාගි වී,omission,asr_sinhala/data/c5/c532ea3549.flac,
අයිතිවාසිකම් ඉවත දමන්න.,අයිතිවාසිකම් ඉවත මන්න.,omission,asr_sinhala/data/8d/8dc9bbd02a.flac,
සමකල හැකි සුගන්ධයක්,සමක ලහැකි සුගන්ධයක්,reversal,asr_sinhala/data/07/07e3932ce8.flac,
වෙළුම නමින් වාරමට,වෙළුම නමින ්වාරමට,reversal,asr_sinhala/data/b6/b6cff17cef.flac,
fraps full version,fraps full verson,omission,asr_sinhala/data/d3/d39f6f0c88.flac,
ප්‍රථම වර්ණ ඡායාරූපය තමන් වෙත එවා තිබු බවයි,ප්‍රථම වර්ණ ඡායාරූපයතමන් වෙත එවා තිබු බවයි,omission,asr_sinhala/data/c9/c92360b546.flac,
බටහිර විද්‍යාව විතරක් නෙවෙයි එකම දැනුම් පද්ධතිය,බටහිර විද්‍යාව විතරක් නෙවෙයි එකම දැනම් පද්ධතිය,omission,asr_sinhala/data/83/83aa0d0829.flac,
සම්ප්‍රදායික ඥානය,සම්ප්‍රායික ඥානය,omission,asr_sinhala/data/3a/3add8421ac.flac,
එය කළ බවත් ඇය කියා තිබේ.,එය ක ළබවත් ඇය කියා තිබේ.,reversal,asr_sinhala/data/27/27ef85437e.flac,
අසාමාන්‍ය කාන්තියක් විහිදුනා,අසාමාන්‍ය කාන්ිතයක් විහිදුනා,reversal,asr_sinhala/data/87/87712b786a.flac,
ආරාධිත අමුත්තන් අතින් සම්ප්‍රදායික පහන දැල්වීමෙන් උත්සවයේ වැඩ කටයුතු ආරම්භ විය.,ආරාධිත අමුත්තන් අතින් සම්ඉප්‍රදායික පහන දැල්වීමෙන් උත්සවයේ වැඩ කටයුතු ආරම්භ විය.,insertion,asr_sinhala/data/0f/0f4d4697b8.flac,
අනුරාධපුරයට වැඩම කරවූයේ,අනුරාධපරයට වැඩම කරවූයේ,omission,asr_sinhala/data/0a/0a7a95f582.flac,
බුදුන් වහන්සේ ඔහුට පෙන්වා දුන්හ.,බුදුන් වහන්ශේ ඔහුට පෙන්වා දුන්හ.,substitution,asr_sinhala/data/43/431282b5cc.flac,
"ශ්‍රද්ධාව, බුද්ධිය ජනිතවී පවින් ඈත්වේ.","ශ්‍රද්ධාව, බද්ධිය ජනිතවී පවින් ඈත්වේ.",omission,asr_sinhala/data/bc/bcaac4db04.flac,
එත් ඉතින් ඕක කන්න එපා,එත් ඉතින් ඕත තන්න එපා,substitution,asr_sinhala/data/1d/1dc110d681.flac,
මේ වැඩ කොටස නිසියාකාරව කරගෙන යනවා,මේ වැඩ කොටස නිසියාතාලව තලගෙන යනවා,substitution,asr_sinhala/data/ba/baf21c90f4.flac,
ඊයකින් ඇවිදිල්ලා,ඊකයින් ඇවිදිල්ලා,reversal,asr_sinhala/data/22/2233872a81.flac,
මී මැසි පොදියම අල්වාගත්තා හා සමාන වනවා.,මී මැසි පොදියම අල්වාත්තා හා සමාන වනවා.,omission,asr_sinhala/data/99/995c1fe2a1.flac,
එම නිසා එය කිසි දිනක,එම නිශා එය තිසි දිනත,substitution,asr_sinhala/data/f4/f4285bd7c1.flac,
දෙන එකත් හොඳයි.,දෙන එකත් ොහඳයි.,reversal,asr_sinhala/data/43/4337b58cde.flac,
ගොවියා කරාවි,ගොවයා කරාවි,omission,asr_sinhala/data/d4/d47170f5de.flac,
කතා කරන්න ඕනේ රඟපෑම ගැන.,කතා කරන්න ඕන ේරඟපෑම ගැන.,reversal,asr_sinhala/data/b7/b72c2b758c.flac,
මේ දෙදෙනාට වැටහුනා.,මේ දෙදෙනාට වැටහනා.,omission,asr_sinhala/data/97/97c1028779.flac,
අම්මප සහන් කට ඇරහංකො,අම්මප සහන් කට ඇරහකො,omission,asr_sinhala/data/b2/b2a7587c7e.flac,
ඉඩක් ලැබෙන එක නොවෙයි.,ඉඩක් ලැෙබන එක නොවෙයි.,reversal,asr_sinhala/data/47/47a74a7c5a.flac,
තවත් දේ සම කළාහුය.,තවත්දේ සම කළාහුය.,omission,asr_sinhala/data/f2/f22f7f46dd.flac,
සැබැවින්ම ලුණුගම්වෙහෙර ප්‍රදේශයේ,සැබැවින්ම ලුණුගම්වෙහෙර ඉප්‍රදේශයේ,insertion,asr_sinhala/data/fd/fde98919e3.flac,
සැකයක් තියේ නම්,සැතයක් තියේ නම්,substitution,asr_sinhala/data/e2/e253668537.flac,
මිනිස්සු පාරට බැහැලා.,මිනිස්සුපාරට බැහැලා.,omission,asr_sinhala/data/00/00672afb18.flac,
එතෙකුදු වුවත් සංක්‍රමණ ජීවන රටාවකට,එතෙකුදු වුවත් සංක්‍රමණ ජීවනරටාවකට,omission,asr_sinhala/data/6a/6ac7896ac8.flac,
රහස් සම්බන්ධයක් හට ගනී.,රහස් සම්බන්ධය් හට ගනී.,omission,asr_sinhala/data/73/73be4f3e7d.flac,
ඉක්බිති එක් දීප්තිමත් නොවැම්බර් උදෑසනක,ඉක්බිති එක් දීප්තිමත් නොවැ්මබර් උදෑසනක,reversal,asr_sinhala/data/70/7011145198.flac,
දැනගත් මම,දනගත් මම,omission,asr_sinhala/data/f7/f71a36a4ea.flac,
කැසිනෝ ශාලාවක් ලෙස ප්‍රකටය.,කැසිනෝ ශාලවක් ලෙස ප්‍රකටය.,omission,asr_sinhala/data/ae/aedb27370f.flac,
විශේෂඥ වෛද්‍යවරයෙක් පැවසීය,විශේෂඥ වෛද්‍යවරයෙක් බැවසීය,substitution,asr_sinhala/data/a2/a2e7833ff8.flac,
ඇනකොන්ඩා යුවලට ආහාර සඳහා ලබාදුන්නේ මොනවාද?,ඇනකොන්ඩා යුවලට ආහාර සඳහා ලබදුන්නේ මොනවාද?,omission,asr_sinhala/data/42/42dbe3c536.flac,
නදී ලහිරු ඇත්තටම මේ ලිපිය හරිම වැදගත්.,නදී ලහිරු ඇත්තඩම මේ ලිපිය හලිම වැදගත්.,substitution,asr_sinhala/data/cb/cb70ecc138.flac,
බුදුන් වහන්සේ කුමාරයාට ධර්ම දේශනා කළහ,බුදුන් වහන්ශේ කුමාරයාට ධර්ම දේශනා කලහ,substitution,asr_sinhala/data/6b/6b46dce0de.flac,
මෙසේ තැපැල් කාර්යාලවල,මෙසේ තැපැල් තාර්යාලවල,substitution,asr_sinhala/data/61/610b5164d4.flac,
එම විදුහලෙන් බව තහවුරුකර තිබේ.,එම විදුහලෙන් බව තහවුලුකල තිබේ.,substitution,asr_sinhala/data/6b/6b0fa12f9c.flac,
පරීක්ෂා කරන්න කියලා,පරීක්ෂා රන්න කියලා,omission,asr_sinhala/data/3d/3d2b2973fb.flac,
මොවුන් නීති විරෝධී ලෙස වකුගඩු විකිණීම,මොවුන් නීති විරෝධී ලෙශ වකුගඩු විකිණීම,substitution,asr_sinhala/data/37/37e502605d.flac,
ඔබට තායිලන්තේදී සිදු වූ කරදර ගැන,ඔබඩ තායිලන්තේදී සිදු වූ තරදර ගැන,substitution,asr_sinhala/data/2a/2acd627b40.flac,
අපේ ඇත්තෝ ලොකු වියදමක් කරලා,අපේ ඇත්තෝ ලොකු වියදම් කරලා,omission,asr_sinhala/data/0a/0a5fd3fbe9.flac,
අහන් ඉන්න උනාම ඔලුවට කරච්චලයක්.,අහන් ඉන්න උනාම ඔලුවට තරජ්චලයක්.,substitution,asr_sinhala/data/3e/3e566bcb5c.flac,
ලාභ කීර්ති ප්‍රශංසා අත්කර ගැනීමට හැකි වේ,ලාභ තීර්ති බ්‍ලශංසා අත්කර ගැනීමඩ හැකි වේ,substitution,asr_sinhala/data/70/70ad02a723.flac,
එතරම්ම සුබවාදී නොවේ.,එතරම්ම සුබවාී නොවේ.,omission,asr_sinhala/data/6e/6e4af08b7d.flac,
එය සීල සමාධි ප්‍රඥා වශයෙන්,එය සීල සමාධි ප්‍රඥා වයෙන්,omission,asr_sinhala/data/05/05b4a26553.flac,
එනම් රයිනෝසිරස්ගේ කකුල් සැදී ඇති ආකාරයටමය,එනම් රයිනෝසිරස්ගේ තකුල් සැදී ඇති ආකාරයටමය,substitution,asr_sinhala/data/88/88d19ca76b.flac,
අද නම් මම ගිය තැනක් ගැන දාලා තියෙන්නේ,අද නම් මම ගිය ැනක් ගැන දාලා තියෙන්නේ,omission,asr_sinhala/data/d1/d1fa1ccc81.flac,
එනම් සාහිත්‍ය ප්‍රබන්ධය යනු,එනම් සාහිත්‍ය ප‍රබන්ධය යනු,omission,asr_sinhala/data/1c/1cd5c22361.flac,
චරිත දෙක ඉන්න දර්ශනයක්.,චරිත දෙත ඉන්න දල්ශනයක්.,substitution,asr_sinhala/data/38/380e158c49.flac,
අපිම නිපදවාගෙන තියෙනවා.,අබිම නිපදවාගෙන තියෙනවා.,substitution,asr_sinhala/data/df/df86a68201.flac,
ශ්‍රී මහා බෝධියට විශේෂ තැනක් හිමිවිය.,ශ්‍රී මහා බෝධිය ටවිශේෂ තැනක් හිමිවිය.,reversal,asr_sinhala/data/a4/a4c451573f.flac,
ගල්කිස්සේදී පහර දීමත් ඒ බලයේම කොටසකි,දල්තිස්සේදී පහල දීමත් ඒ බලයේම කොටසකි,substitution,asr_sinhala/data/d2/d244c46593.flac,
රැ සද්දෙත් එක්ක,රැ ශද්දෙත් එත්ත,substitution,asr_sinhala/data/24/2400fd76a5.flac,
නමුත් නැවත නැවත බලන්න පුළුවන්,නමුත් නැවත නැවත බලන්න ුළුවන්,omission,asr_sinhala/data/da/dab1a82427.flac,
සියලූ මූල බිඳ හෙළීමට,සියලූ මූල බිඳ හෙීළමට,reversal,asr_sinhala/data/01/0169089473.flac,
දරුවන් හතර දෙනකුගේ මවක වූවාය,දරුවන් හතල දෙනකුගේ මවක වූවාය,substitution,asr_sinhala/data/36/36c422d0dd.flac,
ලොකු ලොකු නීති වෙනස් කරන්නට,ලොකු ලොකු නීති වෙනඉස් කරන්නට,insertion,asr_sinhala/data/be/be65da0032.flac,
රටටත් ජනතාවටත්,රටටත්ජනතාවටත්,omission,asr_sinhala/data/f3/f30f789f0e.flac,
ගොඩක් අය දන්නෙ නෑ,ගොඩක් අය දනන්ෙ නෑ,reversal,asr_sinhala/data/88/883ffa2f69.flac,
වනගතව දුක සේ වැඩ වාසය කොට ඇත.,වනගතව දුක ශේ වැඩ වාසය කොට ඇත.,substitution,asr_sinhala/data/4a/4adedb18dd.flac,
එහෙත් අපේ බෞද්ධ සිද්ධස්ථාන,එහෙත් අපේ බෞද්ධ සිද්ධඉස්ථාන,insertion,asr_sinhala/data/33/33b4d00cad.flac,
එම අවස්ථාවලදී ඔහු කිසිම ආරවුලක්,එම අවස්ථාවලදී ඔුහ කිසිම ආරවුලක්,reversal,asr_sinhala/data/95/95c71d8b96.flac,
අනුව ආරවුලක් බවට පත්වේ.,අනුව ආරවුලක් බව ටපත්වේ.,reversal,asr_sinhala/data/c5/c53b3ebe83.flac,
එය නියම වශයෙන්ම ක්‍රමානුකූලව බලපාන ලද්දේ,එය නියම වශයෙන්ම ක‍්රමානුකූලව බලපාන ලද්දේ,reversal,asr_sinhala/data/7c/7cf6243418.flac,
ඔය වගේ වැඩක් මටත් උනා,ඔය වගේ වැඩක් මටත් උා,omission,asr_sinhala/data/32/32f70fb237.flac,
බේරෙනවා නම් බේරෙන්න පුළුවන් ක්‍රමය මම දන්නවා.,බේරෙනවා ම් බේරෙන්න පුළුවන් ක්‍රමය මම දන්නවා.,omission,asr_sinhala/data/bc/bcf5b3ca0b.flac,
වික්ක ගෙනාව මරු යෝජනාවක්.,වික්ක ගෙනාව මරුය ෝජනාවක්.,reversal,asr_sinhala/data/49/49b5ecf6aa.flac,
අවංකව බැලුවහොත්,අවකංව බැලුවහොත්,reversal,asr_sinhala/data/ec/ec6bc2b48b.flac,
තම ඉල්ලීම් කීපයක් මුල් කරගනිමින්,තම ඉල්ලීම් කීපයක් මුල් කරගනිමි්,omission,asr_sinhala/data/02/02b55bdd67.flac,
සේන්දු වුණා.,සේන්දු වණුා.,reversal,asr_sinhala/data/5f/5f3dbeb73b.flac,
"ගම, පවුල් හා සමාජය පන්සල හා දැඬි සැබැඳියාවක් පැවැත්විය.","ගම,ප වුල් හා සමාජය පන්සල හා දැඬි සැබැඳියාවක් පැවැත්විය.",reversal,asr_sinhala/data/bb/bbd218c28b.flac,
ඊට පස්සෙ කලින් හදාගත්ත මිට,ඊට පඉස්සෙ කලින් හදාගත්ත මිට,insertion,asr_sinhala/data/25/25c40de6e3.flac,
ඇත්තකු වන්නෙහි ය.,ඇත්තකු වනන්ෙහි ය.,reversal,asr_sinhala/data/c5/c5fe926af8.flac,
අතිශය මනරම් බව,අතිශය මනලම් බව,substitution,asr_sinhala/data/f6/f6f9eeb836.flac,
අදිටන් කර ගනිමු.,අදිටන් කර ගනිම.,omission,asr_sinhala/data/ef/ef400af804.flac,
gossip9 lk,gossip lk,omission,asr_sinhala/data/fa/fad72221fa.flac,
ජනාධිපතිතුමා ඒ ප්‍රශ්නවලට විවිධ විසඳුම් ඉදිරිපත් කළා.,ජනාධිපතිතුමා ඒ ප්‍රශ්නවලට විවිධ විසඳුම් ඉදිරිපත්කළා.,omission,asr_sinhala/data/28/2847b6f840.flac,
එවැනි භයානක විපාක වලින් මිදෙන්න,එවැනි භයානක විපාක වලින මිදෙන්න,omission,asr_sinhala/data/0e/0e77954170.flac,
අර සිදුහත් උපත ගැන කියපු කතාව ගැන,අරස ිදුහත් උපත ගැන කියපු කතාව ගැන,reversal,asr_sinhala/data/0c/0c0c6b8bcd.flac,
ම්ලේච්ඡ ප්‍රභාකරන් යටතේ,ම්ලේච්ඡ ඉප්‍රභාකරන් යටතේ,insertion,asr_sinhala/data/73/73b40c6638.flac,
එකල ඒ උතුම් ඇත් රාජා වෙලා ඉපදිලා හිටියේ අපේ බුදුරජාණන් වහන්සේ,එකල ඒ උතුම් ඇත් රාජා ෙලා ඉපදිලා හිටියේ අපේ බුදුරජාණන් වහන්සේ,omission,asr_sinhala/data/b1/b1a572662a.flac,
තවදුරටත් රක්ෂිත භාරයේ,තවදුරටත් රකෂ්ිත භාරයේ,reversal,asr_sinhala/data/0b/0b4df3161c.flac,
එම භූමිය තුළ සතුන් දඩයම් කිරීම සපුරා තහනම්ය,එම භූමිය තුළ සතුන් දඩයම්කිරීම සපුරා තහනම්ය,omission,asr_sinhala/data/d2/d27af235e4.flac,
නිමල් සමන්ත මා සමග කියා සිටියේය.,නිමල් සමන්ත මා සමද කියා ශිටියේය.,substitution,asr_sinhala/data/e8/e84950109a.flac,
ඔන්න ඊට පස්සෙ,ඔන්න ඊඩ බශ්ශෙ,substitution,asr_sinhala/data/cb/cb4e074ad5.flac,
ගෝවින්ද් කියන්නේ,ගෝවින්ද් තියන්නේ,substitution,asr_sinhala/data/cc/cc49864b81.flac,
